-1.804776824917762867e-01 -5.304467285956725869e-02 3.553249236192536076e-01
-1.799548236839343118e-01 -5.305647010823237586e-02 3.554039486420291771e-01
-1.794257882706702667e-01 -5.250080795817329421e-02 3.554712328389785236e-01
-1.789024800817839433e-01 -5.251248905904180170e-02 3.555503229613620197e-01
-1.783789389754876498e-01 -5.252417535901059836e-02 3.556294482856912076e-01
-1.778551647962441917e-01 -5.253586686155155283e-02 3.557086088354732833e-01
-1.773311573883778192e-01 -5.254756357013957296e-02 3.557878046342361489e-01
-1.768069165960741429e-01 -5.255926548825271688e-02 3.558670357055288558e-01
-1.762824422633799404e-01 -5.257097261937210275e-02 3.559463020729213834e-01
-1.757519030712423602e-01 -5.201437030367014880e-02 3.560137918000773061e-01
-1.752269773099964512e-01 -5.202596084292261669e-02 3.560931235655910854e-01
-1.747018175546191376e-01 -5.203755654884504450e-02 3.561724906945198943e-01
-1.741764236486155193e-01 -5.204915742489288344e-02 3.562518932105146474e-01
-1.736507954353512240e-01 -5.206076347452470027e-02 3.563313311372475756e-01
-1.731249327580520470e-01 -5.207237470120212181e-02 3.564108044984118928e-01
-1.725988354598038399e-01 -5.208399110838983492e-02 3.564903133177217964e-01
-1.720667857596538675e-01 -5.152644547088083837e-02 3.565580095182613318e-01
-1.715402349728491205e-01 -5.153794483968313772e-02 3.566375840360336280e-01
-1.710134491085707753e-01 -5.154944934235407283e-02 3.567171940796793339e-01
-1.704864280093589812e-01 -5.156095898233241381e-02 3.567968396729944702e-01
-1.699591715176131113e-01 -5.157247376305999081e-02 3.568765208397962074e-01
-1.694316794755918176e-01 -5.158399368798173568e-02 3.569562376039230323e-01
-1.689039517254127820e-01 -5.159551876054566111e-02 3.570359899892349698e-01
-1.683703847474014026e-01 -5.103702662927329936e-02 3.571038936121151419e-01
-1.678422014360679559e-01 -5.104843421446763480e-02 3.571837119980724728e-01
-1.673137819572470542e-01 -5.105984690035460932e-02 3.572635660733581298e-01
-1.667851261525063467e-01 -5.107126469035602745e-02 3.573434558619143497e-01
-1.662562338632717629e-01 -5.108268758789672598e-02 3.574233813877046306e-01
-1.657271049308272626e-01 -5.109411559640462952e-02 3.575033426747138976e-01
-1.651977391963146968e-01 -5.110554871931069498e-02 3.575833397469485031e-01
-1.646681365007338915e-01 -5.111698696004899484e-02 3.576633726284365045e-01
-1.641328247486183445e-01 -5.055742209049057800e-02 3.577315151238694702e-01
-1.636027641034397684e-01 -5.056874234169788512e-02 3.578116143545763683e-01
-1.630724660346245247e-01 -5.058006766344802507e-02 3.578917494631602692e-01
-1.625419303826174111e-01 -5.059139805914853599e-02 3.579719204737319971e-01
-1.620111569877203395e-01 -5.060273353221004383e-02 3.580521274104243035e-01
-1.614801456900920029e-01 -5.061407408604618602e-02 3.581323702973912559e-01
-1.609488963297476538e-01 -5.062541972407368085e-02 3.582126491588086270e-01
-1.604120526402725566e-01 -5.006490154871471449e-02 3.582810011327254851e-01
-1.598803432303921301e-01 -5.007612874294703476e-02 3.583613466495453315e-01
-1.593483952923757385e-01 -5.008736097376825097e-02 3.584417282098618651e-01
-1.588162086656796368e-01 -5.009859824456829036e-02 3.585221458379345139e-01
