1.910288712907303940e-02 2.562541774264404659e-01 1.212061608803668145e-01
1.889354005642064974e-02 2.561462409586754974e-01 1.211599685862631837e-01
1.868392492098840466e-02 2.560381662814327219e-01 1.211137171442832061e-01
1.847404120757665039e-02 2.559299531290822882e-01 1.210674064407484263e-01
1.826388839966467184e-02 2.558216012353131674e-01 1.210210363616889134e-01
1.805346597940646683e-02 2.557131103331311550e-01 1.209746067928422208e-01
1.784277342762638149e-02 2.556044801548563727e-01 1.209281176196526364e-01
1.779616675267474760e-02 2.549596869391009824e-01 1.208229750681791281e-01
1.758428949622344376e-02 2.548500455616725668e-01 1.207761633083768715e-01
1.737213874901149049e-02 2.547402626593621711e-01 1.207292911240438610e-01
1.715971398116487509e-02 2.546303379579727411e-01 1.206823583981107562e-01
1.694701466143988880e-02 2.545202711825985675e-01 1.206353650132055838e-01
1.673404025721874147e-02 2.544100620576225102e-01 1.205883108516527386e-01
1.652079023450501657e-02 2.542997103067146103e-01 1.205411957954720947e-01
1.630726405791931358e-02 2.541892156528287039e-01 1.204940197263779655e-01
1.470966813339684778e-02 2.546106615856046917e-01 1.203317816600086576e-01
1.449552299016309068e-02 2.545006527184957568e-01 1.202845920157090409e-01
1.412876242054169826e-02 2.549299228052738231e-01 1.202981591211359363e-01
1.391472546466939950e-02 2.548203675252498357e-01 1.202510541371919345e-01
1.370041249575086953e-02 2.547106709673496172e-01 1.202038884086440024e-01
1.333653930681233737e-02 2.551386448381052219e-01 1.202176670508643963e-01
1.312233647858092669e-02 2.550293998032104881e-01 1.201705859443641666e-01
1.290785786736413712e-02 2.549200141169427614e-01 1.201234442216329995e-01
1.254685542729951434e-02 2.553466978748946681e-01 1.201374329738468527e-01
1.233248888964681364e-02 2.552377616603982990e-01 1.200903758339174898e-01
1.211784680111152243e-02 2.551286854171904706e-01 1.200432582058327535e-01
1.190292863005431093e-02 2.550194688751041272e-01 1.199960799728886779e-01
1.154517049106177154e-02 2.554454563169695769e-01 1.200104225662339819e-01
1.133036707194938833e-02 2.553366880971812969e-01 1.199633291204029867e-01
1.111528780572990441e-02 2.552277801989889516e-01 1.199161751979238438e-01
1.089993216070428775e-02 2.551187323531605156e-01 1.198689606822270215e-01
1.068429960380612095e-02 2.550095442897715725e-01 1.198216854564431444e-01
1.046838960059725057e-02 2.549002157382030953e-01 1.197743494034021472e-01
1.011465393147127287e-02 2.553266846982619187e-01 1.197893362157371328e-01
9.898862888767897411e-03 2.552178051024116545e-01 1.197420856436396674e-01
9.682794641086126669e-03 2.551087856399311127e-01 1.196947743735000264e-01
9.466448653936799379e-03 2.549996260411380167e-01 1.196474022882840216e-01
7.766310492482029343e-03 2.529173333195349760e-01 1.190880211841174596e-01
7.545756886525496060e-03 2.528052529771946944e-01 1.190396058763410481e-01
7.324915710581327705e-03 2.526930264983061614e-01 1.189911274420090842e-01
7.103786401858141336e-03 2.525806535968717070e-01 1.189425857575791973e-01
7.010708852452033485e-03 2.519124242768221444e-01 1.188272694553559605e-01
6.788286814620739934e-03 2.517989873839254211e-01 1.187783817924917551e-01
6.693400422848588133e-03 2.511241166424224014e-01 1.186617940079629646e-01
6.469670843522238451e-03 2.510096001720640291e-01 1.186125558836445826e-01
6.372944270041692311e-03 2.503279889377038048e-01 1.184946770318340142e-01
6.147892085721969740e-03 2.502123769958985999e-01 1.184450838803549483e-01
5.922541704976237026e-03 2.500966118670983063e-01 1.183954250174473477e-01
5.696892534741652275e-03 2.499806932466396292e-01 1.183457003124221557e-01
5.596211636533229145e-03 2.492903215413718454e-01 1.182259218027003900e-01
5.369217991513623722e-03 2.491732867439032661e-01 1.181758358039923379e-01
5.141921673308409713e-03 2.490560958923082879e-01 1.181256830206446479e-01
4.914322076137345174e-03 2.489387486742549449e-01 1.180754633189923103e-01
4.686418592602565464e-03 2.488212447765771884e-01 1.180251765650133650e-01
4.336689523601455071e-03 2.492819410357131893e-01 1.180459620353746658e-01
4.108932088332697963e-03 2.491649393748246732e-01 1.179957727469573558e-01
3.880871061977281961e-03 2.490477817556407403e-01 1.179455165583284532e-01
3.652505837119148641e-03 2.489304678661246328e-01 1.178951933356360005e-01
3.306216215477494197e-03 2.493903790604289905e-01 1.179163467694085837e-01
3.077999949015395448e-03 2.492735660695303557e-01 1.178661212206305875e-01
2.849479783011848316e-03 2.491565975269924293e-01 1.178158287900238771e-01
2.620655110039952357e-03 2.490394731219024160e-01 1.177654693439067202e-01
2.391525321052943159e-03 2.489221925425183501e-01 1.177150427482408501e-01
2.162089805378752255e-03 2.488047554762664593e-01 1.176645488686303281e-01
1.932347950714577434e-03 2.486871616097382220e-01 1.176139875703203497e-01
1.814559464628200808e-03 2.479862932974580825e-01 1.174901781471059392e-01
1.583428850181489017e-03 2.478675587949355219e-01 1.174392455351503939e-01
1.575876880496169391e-03 2.465660775746020827e-01 1.172392949406519391e-01
1.342552008072175201e-03 2.464453375724454109e-01 1.171877445851926269e-01
1.220517754906298019e-03 2.457248046096109084e-01 1.170603278923721818e-01
9.857611645923657073e-04 2.456028765078847875e-01 1.170083928762108982e-01
8.615178475253511270e-04 2.448749125011344119e-01 1.168795272624459786e-01
7.361664908693311971e-04 2.441404562905546416e-01 1.167495123860479989e-01
4.988209185806356805e-04 2.440162681078041629e-01 1.166968647272272480e-01
3.711955420920703963e-04 2.432741645613206161e-01 1.165653586635011230e-01
2.424209257082081403e-04 2.425253785271883067e-01 1.164326684151005958e-01
1.124814762239433052e-04 2.417698193355644620e-01 1.162987779146800599e-01
